UF;Zona;Partido;Gênero;Grau de escolaridade;Faixa etária;Quantitativo;Porcentagem (%);qt_nome_social;qt_deficientes;Data de carga
RS;159;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;7;0,2188;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;3;0,0938;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;1;0,0313;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;9;0,1154;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;18;0,2308;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;26;0,3333;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;14;0,1795;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;8;0,1026;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;3;0,0385;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO COMPLETO;21 a 24 anos;1;0,0179;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;6;0,1071;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;21;0,375;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;19;0,3393;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;9;0,1607;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO INCOMPLETO;18 a 20 anos;1;0,0189;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;5;0,0943;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;13;0,2453;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;24;0,4528;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;8;0,1509;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;1;0,0189;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;1;0,0189;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;LÊ E ESCREVE;45 a 59 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;LÊ E ESCREVE;60 a 69 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;LÊ E ESCREVE;70 a 79 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;3;0,5;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;5;0,625;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;2;0,125;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;8;0,5;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;4;0,25;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;2;0,125;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;3;0,0789;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;12;0,3158;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;15;0,3947;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;4;0,1053;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;4;0,1053;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;6;0,1579;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;11;0,2895;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;14;0,3684;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;7;0,1842;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO MÉDIO INCOMPLETO;18 a 20 anos;1;0,0263;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;2;0,0526;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;8;0,2105;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;12;0,3158;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;11;0,2895;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;4;0,1053;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;LÊ E ESCREVE;25 a 34 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;LÊ E ESCREVE;60 a 69 anos;3;0,5;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;LÊ E ESCREVE;70 a 79 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;3;0,5;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;21 a 24 anos;1;0,0833;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;2;0,1667;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;4;0,3333;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;2;0,1667;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;2;0,1667;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;1;0,0833;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;7;0,2059;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;7;0,2059;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;10;0,2941;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;8;0,2353;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;2;0,0588;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO COMPLETO;21 a 24 anos;1;0,0588;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;1;0,0588;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;5;0,2941;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;8;0,4706;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;2;0,1176;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,0435;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;10;0,4348;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;7;0,3043;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;3;0,1304;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;1;0,0435;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO INCOMPLETO;Superior a 79 anos;1;0,0435;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;LÊ E ESCREVE;45 a 59 anos;2;0,4;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;LÊ E ESCREVE;60 a 69 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;LÊ E ESCREVE;70 a 79 anos;2;0,4;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;2;0,6667;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;3;0,4286;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;3;0,4286;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;1;0,1429;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ANALFABETO;35 a 44 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ANALFABETO;60 a 69 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;1;0,1;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;6;0,6;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;1;0,1;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;2;0,2;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;4;0,1818;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;6;0,2727;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;4;0,1818;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;6;0,2727;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;2;0,0909;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;3;0,25;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;7;0,5833;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;2;0,1667;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,0625;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;5;0,3125;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;8;0,5;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;2;0,125;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;SUPERIOR COMPLETO;Superior a 79 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;159;SOLIDARIEDADE;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,3333;0;1;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ANALFABETO;45 a 59 anos;5;0,3846;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ANALFABETO;60 a 69 anos;5;0,3846;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ANALFABETO;70 a 79 anos;3;0,2308;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;1;0,0217;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;9;0,1957;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;14;0,3043;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;14;0,3043;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;5;0,1087;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;3;0,0652;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;1;0,0068;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;32;0,2177;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;49;0,3333;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;42;0,2857;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;19;0,1293;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;4;0,0272;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;3;0,075;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;11;0,275;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;18;0,45;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;7;0,175;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;70 a 79 anos;1;0,025;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;2;0,0444;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;14;0,3111;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;20;0,4444;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;9;0,2;0;1;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;LÊ E ESCREVE;35 a 44 anos;3;0,1071;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;LÊ E ESCREVE;45 a 59 anos;5;0,1786;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;LÊ E ESCREVE;60 a 69 anos;10;0,3571;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;LÊ E ESCREVE;70 a 79 anos;6;0,2143;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;LÊ E ESCREVE;Superior a 79 anos;4;0,1429;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;2;0,2;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;3;0,3;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;3;0,3;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;2;0,2;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;3;0,4286;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;4;0,5714;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ANALFABETO;45 a 59 anos;4;0,4;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ANALFABETO;60 a 69 anos;3;0,3;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ANALFABETO;70 a 79 anos;3;0,3;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;4;0,1111;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;13;0,3611;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;11;0,3056;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;5;0,1389;0;1;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;3;0,0833;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;34;0,3469;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;38;0,3878;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;15;0,1531;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;10;0,102;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;1;0,0102;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;1;0,027;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;8;0,2162;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;18;0,4865;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;5;0,1351;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;70 a 79 anos;5;0,1351;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;1;0,027;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;20;0,5405;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;8;0,2162;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;8;0,2162;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;LÊ E ESCREVE;35 a 44 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;LÊ E ESCREVE;45 a 59 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;LÊ E ESCREVE;60 a 69 anos;5;0,4545;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;LÊ E ESCREVE;70 a 79 anos;3;0,2727;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;LÊ E ESCREVE;Superior a 79 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;3;0,5;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;SUPERIOR COMPLETO;Superior a 79 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;2;0,2222;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,1111;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;5;0,5556;0;0;2024-10-04 18:04:53
RS;159;UNIÃO;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;1;0,1111;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;1;1;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;2;0,2857;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;2;0,2857;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;3;0,4286;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO MÉDIO COMPLETO;21 a 24 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;3;0,5;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO MÉDIO INCOMPLETO;18 a 20 anos;1;0,1429;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;1;0,1429;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;4;0,5714;0;0;2024-10-04 18:04:53
RS;159;UP;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;1;0,1429;0;0;2024-10-04 18:04:53
